id_oficina,nombre_oficina,direccion,departamento,ciudad,telefono,fecha_apertura
6539.0,sucursal norte,avenida 654 #87-09,atlántico,bucaramanga,6097857476,2014-02-09
2864.0,sucursal sur,calle 123 #45-67,antioquia,cali,6051582024,2026-01-01
8842.0,oficina regional,avenida 456 #78-90,atlántico,cali,602357595,2011-04-20
7050.0,sucursal este,calle 123 #45-67,santander,bucaramanga,6049255841,2012-07-10
3899.0,oficina secundaria,calle 321 #54-76,atlántico,barranquilla,6094006038,2010-03-09
100.0,oficina regional,calle 123 #45-67,valle del cauca,barranquilla,6056606089,2026-01-01
2029.0,sucursal oeste,carrera 789 #12-34,santander,medellín,6057886139,2011-09-01
7247.0,oficina central,avenida 654 #87-09,santander,bogotá,6035445649,2013-01-01
3964.0,oficina principal,avenida 654 #87-09,antioquia,bucaramanga,6095014948,2016-02-07
9047.0,oficina de ventas,carrera 789 #12-34,santander,medellín,6011862522,2017-12-06
6504.0,oficina local,avenida 456 #78-90,cundinamarca,medellín,6034921812,2026-01-01
7410.0,oficina central,avenida 456 #78-90,antioquia,cali,6089598750,2026-01-01
7211.0,sucursal norte,avenida 654 #87-09,cundinamarca,barranquilla,6068815197,2010-02-22
9433.0,sucursal sur,calle 123 #45-67,antioquia,medellín,6030026987,2026-01-01
7796.0,sucursal sur,avenida 456 #78-90,valle del cauca,barranquilla,604826304,2010-01-03
7405.0,sucursal este,calle 321 #54-76,atlántico,bogotá,6068570261,2011-02-25
2236.0,oficina regional,carrera 789 #12-34,cundinamarca,cali,6099780283,2014-03-07
1957.0,oficina local,calle 321 #54-76,valle del cauca,bogotá,607957408,2019-07-09
9276.0,sucursal este,avenida 654 #87-09,santander,bogotá,6061117173,2018-03-27
7658.0,sucursal este,carrera 789 #12-34,valle del cauca,medellín,6044646135,2015-08-30
1961.0,oficina principal,avenida 654 #87-09,antioquia,medellín,6062851681,2026-01-01
7737.0,oficina de ventas,calle 321 #54-76,santander,bogotá,6063754555,2016-02-14
8522.0,oficina principal,calle 123 #45-67,santander,bogotá,6056173039,2011-11-21
2328.0,sucursal norte,avenida 654 #87-09,santander,barranquilla,601090324,2018-09-01
5121.0,sucursal oeste,calle 123 #45-67,valle del cauca,bogotá,603753778,2019-06-06
848.0,oficina de ventas,calle 123 #45-67,antioquia,bogotá,6060509475,2026-01-01
4775.0,oficina de ventas,avenida 456 #78-90,cundinamarca,medellín,6042286003,2012-12-15
3998.0,oficina regional,avenida 654 #87-09,cundinamarca,bucaramanga,6015093419,2026-01-01
3285.0,sucursal norte,avenida 456 #78-90,valle del cauca,bucaramanga,6063977930,2026-01-01
7472.0,oficina de ventas,calle 123 #45-67,santander,medellín,6064377153,2026-01-01
8845.0,sucursal oeste,calle 123 #45-67,valle del cauca,cali,6074299131,2012-11-21
8475.0,sucursal este,calle 321 #54-76,santander,cali,604618964,2014-02-13
8711.0,oficina local,calle 321 #54-76,atlántico,bogotá,6072195140,2026-01-01
6575.0,sucursal este,avenida 654 #87-09,atlántico,bogotá,6067106139,2026-01-01
9062.0,sucursal oeste,calle 321 #54-76,valle del cauca,barranquilla,6064952006,2026-01-01
50.0,sucursal este,avenida 654 #87-09,antioquia,bucaramanga,6092313819,2015-04-08
6527.0,oficina central,carrera 789 #12-34,valle del cauca,cali,6069178349,2019-12-29
8828.0,oficina regional,carrera 789 #12-34,valle del cauca,cali,6083992418,2010-03-25
2352.0,sucursal oeste,calle 321 #54-76,valle del cauca,bogotá,6095841007,2011-07-29
8699.0,oficina regional,avenida 654 #87-09,cundinamarca,medellín,6027513276,2026-01-01
9001.0,oficina regional,calle 123 #45-67,atlántico,barranquilla,6095477769,2013-11-11
2017.0,oficina local,calle 123 #45-67,atlántico,medellín,6051003427,2026-01-01
5347.0,oficina central,calle 123 #45-67,cundinamarca,medellín,6019977591,2026-01-01
6350.0,sucursal este,calle 123 #45-67,cundinamarca,barranquilla,6080974694,2018-04-05
6483.0,sucursal norte,calle 321 #54-76,santander,medellín,6018117312,2011-09-23
7263.0,oficina principal,avenida 456 #78-90,cundinamarca,medellín,6073892591,2026-01-01
8779.0,oficina de ventas,calle 321 #54-76,antioquia,medellín,6054082122,2026-01-01
4166.0,sucursal norte,avenida 456 #78-90,atlántico,bogotá,6082739679,2012-12-19
7250.0,sucursal este,avenida 654 #87-09,santander,barranquilla,6029490960,2016-11-30
9383.0,sucursal este,calle 321 #54-76,cundinamarca,medellín,6065660169,2011-12-24
3198.0,sucursal oeste,avenida 654 #87-09,cundinamarca,cali,6092153598,2014-06-09
4615.0,oficina central,calle 123 #45-67,atlántico,medellín,6074239788,2011-12-18
3564.0,sucursal oeste,avenida 456 #78-90,antioquia,bucaramanga,6079230554,2017-08-03
4420.0,sucursal oeste,avenida 456 #78-90,cundinamarca,medellín,6088460890,2015-05-02
20.0,oficina secundaria,calle 321 #54-76,cundinamarca,barranquilla,6039184566,2026-01-01
6865.0,oficina de ventas,avenida 456 #78-90,atlántico,bucaramanga,6092527864,2010-11-19
5808.0,oficina principal,avenida 654 #87-09,santander,cali,6016855903,2026-01-01
4103.0,oficina central,calle 321 #54-76,antioquia,bucaramanga,6030119935,2026-01-01
9375.0,oficina regional,carrera 789 #12-34,santander,bucaramanga,603222564,2019-01-06
6150.0,sucursal sur,avenida 456 #78-90,santander,bucaramanga,6019503066,2026-01-01
2498.0,sucursal norte,avenida 654 #87-09,santander,medellín,6011254873,2026-01-01
2624.0,sucursal este,calle 123 #45-67,atlántico,cali,601436181,2010-09-24
5999.0,oficina secundaria,calle 321 #54-76,antioquia,medellín,6070028235,2010-12-23
6414.0,oficina central,avenida 456 #78-90,cundinamarca,bucaramanga,6094562624,2018-08-07
3672.0,sucursal norte,avenida 456 #78-90,atlántico,medellín,6088265533,2018-04-09
9401.0,oficina local,calle 321 #54-76,atlántico,barranquilla,6027614336,2010-05-19
7361.0,oficina de ventas,calle 321 #54-76,atlántico,barranquilla,6011371380,2026-01-01
8290.0,sucursal norte,avenida 456 #78-90,atlántico,cali,6012569316,2011-01-22
8922.0,sucursal este,avenida 654 #87-09,atlántico,medellín,6073471291,2026-01-01
8567.0,oficina secundaria,avenida 654 #87-09,valle del cauca,medellín,601957761,2019-05-11
7482.0,oficina principal,calle 321 #54-76,atlántico,barranquilla,6077008218,2011-07-17
7500.0,oficina principal,calle 123 #45-67,atlántico,bogotá,6020310162,2010-07-03
1656.0,oficina central,calle 321 #54-76,valle del cauca,bogotá,6020534475,2010-10-28
5275.0,oficina central,calle 321 #54-76,valle del cauca,bogotá,6096253768,2019-03-06
6060.0,oficina principal,avenida 654 #87-09,antioquia,medellín,6072468423,2026-01-01
7541.0,sucursal norte,avenida 654 #87-09,antioquia,bucaramanga,6082325539,2026-01-01
3891.0,oficina central,calle 321 #54-76,atlántico,cali,6086475919,2019-05-27
3259.0,oficina de ventas,calle 321 #54-76,antioquia,medellín,6011736971,2015-01-26
7957.0,oficina central,avenida 654 #87-09,valle del cauca,bucaramanga,6091796076,2016-07-05
3118.0,oficina principal,avenida 456 #78-90,valle del cauca,cali,6099023726,2017-02-18
1575.0,oficina principal,calle 321 #54-76,cundinamarca,cali,6078904067,2010-05-07
6255.0,oficina principal,avenida 654 #87-09,valle del cauca,barranquilla,6012734035,2013-10-04
1268.0,oficina regional,calle 123 #45-67,antioquia,cali,6092702127,2018-12-03
3317.0,oficina principal,calle 321 #54-76,antioquia,barranquilla,6027741769,2026-01-01
1181.0,sucursal este,avenida 654 #87-09,santander,barranquilla,6077785346,2017-03-24
8024.0,sucursal oeste,carrera 789 #12-34,santander,barranquilla,6081787035,2026-01-01
9295.0,oficina secundaria,avenida 456 #78-90,cundinamarca,medellín,6084586959,2019-03-01
9728.0,oficina local,carrera 789 #12-34,cundinamarca,bucaramanga,6080640230,2011-09-17
2447.0,sucursal este,calle 123 #45-67,valle del cauca,cali,6078540600,2013-12-24
2581.0,oficina principal,avenida 654 #87-09,atlántico,cali,6054332598,2026-01-01
827.0,oficina de ventas,avenida 654 #87-09,valle del cauca,medellín,6078017389,2010-07-09
5622.0,sucursal sur,calle 321 #54-76,santander,medellín,6013505529,2017-06-23
649.0,oficina regional,calle 123 #45-67,santander,bucaramanga,6062998379,2026-01-01
5883.0,oficina secundaria,calle 123 #45-67,cundinamarca,medellín,6048459808,2015-05-29
206.0,sucursal este,calle 123 #45-67,cundinamarca,barranquilla,6072192312,2026-01-01
317.0,sucursal oeste,calle 123 #45-67,atlántico,medellín,6081105941,2014-03-15
6337.0,sucursal sur,avenida 654 #87-09,atlántico,cali,6073586233,2010-02-13
3076.0,oficina regional,avenida 456 #78-90,antioquia,medellín,6044702458,2026-01-01
998.0,sucursal este,calle 123 #45-67,cundinamarca,bucaramanga,6038351358,2016-01-05
5620.0,oficina central,carrera 789 #12-34,santander,cali,6051638970,2010-04-15
7946.0,sucursal norte,avenida 654 #87-09,atlántico,cali,6053274577,2012-06-27
7489.0,oficina principal,calle 321 #54-76,atlántico,medellín,6086599057,2014-02-19
844.0,oficina regional,calle 123 #45-67,atlántico,bogotá,6031083602,2026-01-01
7277.0,sucursal este,calle 123 #45-67,santander,bucaramanga,6017299442,2019-06-30
115.0,oficina principal,avenida 654 #87-09,antioquia,bogotá,6034574111,2015-01-13
2787.0,sucursal sur,calle 123 #45-67,antioquia,bogotá,6030576914,2017-05-08
6813.0,oficina de ventas,calle 123 #45-67,atlántico,bucaramanga,6079440059,2026-01-01
7096.0,sucursal oeste,avenida 456 #78-90,atlántico,barranquilla,6092356749,2015-01-22
8296.0,sucursal sur,calle 123 #45-67,atlántico,bogotá,6040893969,2010-09-08
158.0,sucursal sur,avenida 654 #87-09,santander,barranquilla,6045185488,2011-06-17
9136.0,oficina de ventas,calle 321 #54-76,cundinamarca,bogotá,6014098550,2016-03-11
5123.0,oficina regional,calle 321 #54-76,valle del cauca,cali,6028952250,2013-06-26
6038.0,oficina local,carrera 789 #12-34,santander,barranquilla,6070713144,2016-12-18
1416.0,oficina central,carrera 789 #12-34,valle del cauca,cali,6046431657,2026-01-01
9745.0,sucursal sur,avenida 654 #87-09,antioquia,cali,6066687233,2017-12-26
9655.0,oficina local,carrera 789 #12-34,antioquia,medellín,6018357760,2010-04-18
7367.0,oficina secundaria,avenida 456 #78-90,atlántico,barranquilla,6015268007,2011-12-21
6180.0,oficina secundaria,avenida 456 #78-90,cundinamarca,bogotá,608500746,2018-04-04
8489.0,sucursal oeste,calle 123 #45-67,cundinamarca,barranquilla,6010974828,2026-01-01
3841.0,sucursal este,calle 123 #45-67,antioquia,bucaramanga,6019842028,2026-01-01
4812.0,oficina regional,calle 321 #54-76,antioquia,medellín,6088158672,2013-01-14
6246.0,sucursal oeste,avenida 456 #78-90,santander,bucaramanga,6043335388,2015-02-21
7539.0,sucursal oeste,calle 123 #45-67,antioquia,medellín,6017744873,2010-02-14
2133.0,sucursal este,calle 123 #45-67,atlántico,barranquilla,6071707030,2010-11-20
6875.0,sucursal este,carrera 789 #12-34,valle del cauca,bogotá,6058343268,2017-04-27
6881.0,sucursal norte,avenida 456 #78-90,atlántico,bucaramanga,6093052620,2026-01-01
5615.0,oficina secundaria,carrera 789 #12-34,atlántico,bogotá,6017749393,2013-07-12
1595.0,sucursal oeste,calle 321 #54-76,atlántico,bucaramanga,6086382862,2015-05-12
8352.0,oficina central,calle 123 #45-67,atlántico,cali,6040215029,2026-01-01
1068.0,oficina local,calle 321 #54-76,cundinamarca,bogotá,6074258655,2016-07-05
2456.0,sucursal sur,calle 321 #54-76,santander,barranquilla,6027439700,2017-08-06
6755.0,oficina regional,calle 321 #54-76,santander,cali,6079478777,2016-10-25
5701.0,sucursal sur,avenida 456 #78-90,atlántico,bogotá,6088688450,2015-12-26
8203.0,oficina regional,calle 321 #54-76,valle del cauca,medellín,6030386945,2019-06-19
844.0,sucursal sur,calle 321 #54-76,valle del cauca,barranquilla,6067195914,2018-03-17
7041.0,oficina central,calle 321 #54-76,santander,barranquilla,6034730457,2016-11-06
3530.0,oficina local,avenida 456 #78-90,antioquia,bogotá,6027854537,2026-01-01
9018.0,oficina regional,calle 321 #54-76,atlántico,cali,6085877965,2026-01-01
1210.0,oficina secundaria,avenida 456 #78-90,valle del cauca,bogotá,6046639471,2013-10-11
3443.0,oficina local,avenida 654 #87-09,valle del cauca,bogotá,6089945906,2026-01-01
8064.0,oficina central,avenida 456 #78-90,cundinamarca,bucaramanga,6024349906,2019-12-17
6870.0,sucursal norte,carrera 789 #12-34,valle del cauca,medellín,6072102133,2018-06-11
7524.0,oficina principal,avenida 456 #78-90,antioquia,bogotá,6037169012,2014-07-01
6855.0,oficina regional,calle 321 #54-76,santander,cali,6024412224,2026-01-01
3745.0,oficina secundaria,avenida 654 #87-09,antioquia,barranquilla,6068857687,2026-01-01
7231.0,oficina secundaria,calle 321 #54-76,atlántico,medellín,6046975005,2017-10-27
49.0,sucursal norte,carrera 789 #12-34,cundinamarca,bogotá,6066305646,2011-09-13
4602.0,oficina local,avenida 654 #87-09,cundinamarca,bucaramanga,6048357924,2026-01-01
902.0,oficina secundaria,calle 123 #45-67,santander,cali,6067149897,2016-06-23
2967.0,sucursal este,avenida 654 #87-09,atlántico,cali,6065852896,2026-01-01
6750.0,oficina central,carrera 789 #12-34,valle del cauca,bucaramanga,6066859944,2011-01-05
94.0,sucursal norte,calle 321 #54-76,cundinamarca,bucaramanga,6088256679,2017-10-18
484.0,sucursal sur,avenida 456 #78-90,valle del cauca,bucaramanga,6017623518,2018-03-17
1888.0,sucursal sur,carrera 789 #12-34,atlántico,bucaramanga,6089411898,2019-09-21
4366.0,sucursal norte,avenida 456 #78-90,santander,medellín,6023640398,2026-01-01
8208.0,oficina regional,avenida 654 #87-09,antioquia,medellín,6053500113,2015-10-16
7823.0,oficina local,carrera 789 #12-34,cundinamarca,bucaramanga,6045370560,2016-01-31
5394.0,oficina secundaria,avenida 456 #78-90,atlántico,medellín,603538753,2015-07-08
7584.0,oficina local,avenida 654 #87-09,antioquia,medellín,6010501786,2012-03-09
5005.0,oficina regional,avenida 654 #87-09,cundinamarca,medellín,6023832334,2019-09-09
794.0,oficina central,calle 321 #54-76,atlántico,medellín,6085332209,2015-02-22
6134.0,sucursal sur,avenida 654 #87-09,atlántico,bogotá,6075279630,2026-01-01
8695.0,sucursal este,avenida 456 #78-90,valle del cauca,bucaramanga,604991322,2011-05-24
8661.0,sucursal este,avenida 456 #78-90,cundinamarca,medellín,6064928833,2026-01-01
1497.0,oficina secundaria,calle 123 #45-67,cundinamarca,bogotá,6028489273,2013-10-16
523.0,oficina principal,avenida 456 #78-90,antioquia,medellín,6069468752,2016-09-13
4045.0,sucursal sur,avenida 456 #78-90,cundinamarca,bucaramanga,6073815615,2026-01-01
1126.0,oficina regional,avenida 456 #78-90,cundinamarca,medellín,6082162293,2026-01-01
8460.0,oficina de ventas,calle 123 #45-67,cundinamarca,bogotá,6042413236,2026-01-01
7136.0,oficina central,calle 321 #54-76,valle del cauca,bogotá,6069020875,2015-04-15
199.0,oficina central,avenida 456 #78-90,santander,cali,6053470365,2026-01-01
2879.0,oficina principal,carrera 789 #12-34,valle del cauca,bogotá,6092531060,2026-01-01
9623.0,oficina local,calle 321 #54-76,cundinamarca,bucaramanga,6028369931,2017-08-08
5262.0,oficina secundaria,carrera 789 #12-34,cundinamarca,medellín,6027302210,2013-12-20
6507.0,oficina secundaria,calle 321 #54-76,atlántico,medellín,6077861570,2026-01-01
4808.0,oficina central,calle 123 #45-67,atlántico,bogotá,6026595719,2016-09-19
1051.0,sucursal este,avenida 456 #78-90,antioquia,bucaramanga,6067003931,2011-01-04
6095.0,sucursal oeste,avenida 456 #78-90,atlántico,barranquilla,6065088083,2026-01-01
9330.0,oficina de ventas,avenida 654 #87-09,atlántico,bucaramanga,6099253923,2012-02-27
7647.0,oficina central,avenida 654 #87-09,santander,bucaramanga,6035842636,2013-12-01
5866.0,oficina local,avenida 456 #78-90,cundinamarca,bogotá,6011941541,2010-05-06
4910.0,sucursal norte,calle 123 #45-67,cundinamarca,cali,6038584807,2019-05-30
2920.0,oficina de ventas,calle 321 #54-76,santander,cali,6052458427,2026-01-01
9726.0,sucursal este,avenida 456 #78-90,atlántico,barranquilla,6047187372,2012-08-20
4423.0,sucursal norte,calle 321 #54-76,valle del cauca,bogotá,6074713682,2015-10-17
5336.0,oficina secundaria,calle 321 #54-76,cundinamarca,medellín,6081838420,2026-01-01
8444.0,sucursal norte,carrera 789 #12-34,valle del cauca,cali,6024484672,2011-10-19
9528.0,oficina local,avenida 456 #78-90,antioquia,bogotá,6073654831,2016-10-09
4599.0,oficina secundaria,calle 123 #45-67,cundinamarca,cali,6062002408,2015-08-27
5075.0,oficina de ventas,avenida 654 #87-09,valle del cauca,medellín,6095267534,2026-01-01
5091.0,oficina de ventas,avenida 456 #78-90,cundinamarca,bucaramanga,6063784223,2015-03-26
9673.0,oficina principal,calle 321 #54-76,valle del cauca,medellín,6012745119,2012-05-31
3852.0,oficina local,carrera 789 #12-34,valle del cauca,barranquilla,6047253197,2026-01-01
8208.0,oficina central,calle 321 #54-76,atlántico,barranquilla,6070464431,2017-04-04
1514.0,sucursal norte,avenida 456 #78-90,cundinamarca,cali,6091869299,2019-11-19
6528.0,sucursal sur,avenida 654 #87-09,cundinamarca,bogotá,6058394789,2013-02-13
9891.0,sucursal oeste,calle 123 #45-67,cundinamarca,bucaramanga,6074340310,2012-04-24
3819.0,oficina regional,calle 123 #45-67,cundinamarca,bucaramanga,6093285173,2017-10-31
116.0,oficina central,carrera 789 #12-34,cundinamarca,barranquilla,6053517105,2026-01-01
6740.0,oficina regional,avenida 654 #87-09,santander,medellín,6090797782,2015-03-17
1539.0,oficina de ventas,avenida 654 #87-09,antioquia,bogotá,6093775611,2019-03-19
3037.0,sucursal este,avenida 456 #78-90,valle del cauca,barranquilla,6099772323,2013-08-03
6339.0,sucursal este,calle 321 #54-76,cundinamarca,cali,6075205159,2015-08-13
7372.0,oficina local,calle 123 #45-67,atlántico,barranquilla,6027064403,2026-01-01
7768.0,sucursal norte,calle 123 #45-67,atlántico,barranquilla,6035874519,2026-01-01
733.0,oficina regional,avenida 654 #87-09,cundinamarca,bogotá,6036018960,2019-04-12
9684.0,sucursal oeste,avenida 456 #78-90,cundinamarca,cali,6037580940,2012-09-20
2376.0,sucursal oeste,avenida 456 #78-90,valle del cauca,medellín,6069140503,2019-10-27
2617.0,oficina regional,calle 321 #54-76,antioquia,bucaramanga,6053716579,2026-01-01
818.0,oficina regional,calle 321 #54-76,antioquia,cali,6039720591,2015-12-11
8288.0,oficina regional,carrera 789 #12-34,valle del cauca,bogotá,6010065134,2026-01-01
6606.0,oficina regional,calle 321 #54-76,valle del cauca,barranquilla,6059322279,2026-01-01
4421.0,oficina principal,avenida 654 #87-09,atlántico,barranquilla,6045830850,2026-01-01
175.0,oficina local,avenida 654 #87-09,cundinamarca,bucaramanga,609900585,2010-10-07
5284.0,oficina local,avenida 456 #78-90,santander,barranquilla,6035084148,2016-08-10
5766.0,oficina local,calle 321 #54-76,atlántico,bogotá,6036920813,2026-01-01
41.0,sucursal norte,calle 123 #45-67,santander,cali,6061044498,2014-12-26
8299.0,sucursal sur,avenida 456 #78-90,valle del cauca,bogotá,6062145242,2026-01-01
9663.0,sucursal sur,calle 321 #54-76,antioquia,cali,6052389959,2018-06-22
7297.0,sucursal oeste,avenida 456 #78-90,atlántico,medellín,6058860761,2018-06-10
2313.0,oficina secundaria,avenida 456 #78-90,antioquia,medellín,6039327460,2019-12-27
8400.0,sucursal norte,calle 123 #45-67,santander,barranquilla,6016649723,2015-05-14
7067.0,oficina principal,calle 123 #45-67,cundinamarca,bogotá,6030774061,2014-04-15
4314.0,sucursal este,calle 123 #45-67,santander,medellín,6015204561,2015-06-23
7012.0,oficina local,carrera 789 #12-34,valle del cauca,medellín,6091298748,2018-05-07
7778.0,oficina central,carrera 789 #12-34,antioquia,medellín,6093327929,2019-06-21
7241.0,sucursal sur,avenida 456 #78-90,valle del cauca,bucaramanga,6068989405,2026-01-01
