id_oficina,nombre_oficina,direccion,departamento,ciudad,telefono,fecha_apertura
8671.0,Sucursal Sur,Calle 123 #45-67,Santander,Bogotá,6019092362,2019/12/12
6822.0,Oficina de Ventas,Avenida 456 #78-90,Valle del Cauca,Medellín,604559012,2017/09/17
9385.0,Oficina de Ventas,Calle 321 #54-76,Antioquia,Cali,6092446029,
,Sucursal Este,Avenida 456 #78-90,Antioquia,Bogotá,6068413676,2012/08/19
4299.0,Oficina de Ventas,Avenida 456 #78-90,Atlántico,Bucaramanga,6017045358,
4259.0, Oficina Regional ,Calle 321 #54-76,Santander,Bucaramanga,6085710328,2010/07/17
2682.0,Oficina Central,Carrera 789 #12-34,Santander,Bogotá,6069901402,
2532.0, Oficina Central ,Avenida 456 #78-90,Atlántico,Cali,6048175198,2014/05/18
4730.0,Oficina Principal,Calle 123 #45-67,Cundinamarca,BOGOTÁ,6041142965,2013/02/25
8752.0,Sucursal Sur,Calle 123 #45-67,Cundinamarca,Medellín,6024863873,
4236.0, Oficina Local ,Avenida 456 #78-90,Santander,Medellín,6047102681,2011/12/26
6943.0,Oficina de Ventas,Carrera 789 #12-34,Antioquia,Medellín,605957991,2013/11/04
1333.0,Sucursal Este,Avenida 456 #78-90,Valle del Cauca,Medellín,6024910422,
,Sucursal Oeste,Avenida 654 #87-09,Cundinamarca,Cali,6013807627,2010/08/07
6746.0,Oficina Central,Calle 321 #54-76,Valle del Cauca,Cali,6016021196,
1112.0,Sucursal Norte,Carrera 789 #12-34,Santander,Bogotá,6094651776,
6539.0,Sucursal Norte,Avenida 654 #87-09,ATLÁNTICO,Bucaramanga,6097857476,2014/02/09
2864.0,Sucursal Sur,Calle 123 #45-67,Antioquia,Cali,6051582024,
8842.0,Oficina Regional,Avenida 456 #78-90,Atlántico,Cali,602357595,2011/04/20
7050.0,Sucursal Este,Calle 123 #45-67,Santander,BUCARAMANGA,6049255841,2012/07/10
3899.0,Oficina Secundaria,Calle 321 #54-76,Atlántico,BARRANQUILLA,6094006038,2010/03/09
100.0,Oficina Regional,Calle 123 #45-67,Valle del Cauca,Barranquilla,6056606089,
2029.0, Sucursal Oeste ,Carrera 789 #12-34,Santander,Medellín,6057886139,2011/09/01
7247.0,Oficina Central,Avenida 654 #87-09,Santander,BOGOTÁ,6035445649,2013/01/01
3964.0,Oficina Principal,Avenida 654 #87-09,Antioquia,BUCARAMANGA,6095014948,2016/02/07
9047.0, Oficina de Ventas ,Carrera 789 #12-34,Santander,Medellín,6011862522,2017/12/06
6504.0,Oficina Local,Avenida 456 #78-90,Cundinamarca,Medellín,6034921812,
7410.0,Oficina Central,Avenida 456 #78-90,Antioquia,Cali,6089598750,
-1.0,Oficina Central,Carrera 789 #12-34,Atlántico,Cali,6089605946,2010/08/29
7211.0, Sucursal Norte ,Avenida 654 #87-09,Cundinamarca,Barranquilla,6068815197,2010/02/22
9433.0,Sucursal Sur,Calle 123 #45-67,Antioquia,Medellín,6030026987,
7796.0,Sucursal Sur,Avenida 456 #78-90,Valle del Cauca,Barranquilla,604826304,2010/01/03
7405.0,Sucursal Este,Calle 321 #54-76,Atlántico,BOGOTÁ,6068570261,2011/02/25
2236.0, Oficina Regional ,Carrera 789 #12-34,Cundinamarca,Cali,6099780283,2014/03/07
1957.0,Oficina Local,Calle 321 #54-76,Valle del Cauca,Bogotá,607957408,2019/07/09
9276.0,Sucursal Este,Avenida 654 #87-09,Santander,BOGOTÁ,6061117173,2018/03/27
7658.0, Sucursal Este ,Carrera 789 #12-34,Valle del Cauca,Medellín,6044646135,2015/08/30
1961.0,Oficina Principal,Avenida 654 #87-09,Antioquia,Medellín,6062851681,
7737.0, Oficina de Ventas ,Calle 321 #54-76,Santander,Bogotá,6063754555,2016/02/14
8522.0, Oficina Principal ,Calle 123 #45-67,Santander,Bogotá,6056173039,2011/11/21
2328.0,Sucursal Norte,Avenida 654 #87-09,Santander,Barranquilla,601090324,2018/09/01
5121.0,Sucursal Oeste,Calle 123 #45-67,Valle del Cauca,Bogotá,603753778,2019/06/06
848.0,Oficina de Ventas,Calle 123 #45-67,Antioquia,Bogotá,6060509475,
4775.0,Oficina de Ventas,Avenida 456 #78-90,Cundinamarca,MEDELLÍN,6042286003,2012/12/15
3998.0,Oficina Regional,Avenida 654 #87-09,Cundinamarca,Bucaramanga,6015093419,
3285.0,Sucursal Norte,Avenida 456 #78-90,Valle del Cauca,Bucaramanga,6063977930,
0.0,Sucursal Este,Calle 123 #45-67,Santander,Cali,6035353061,2013/12/06
7472.0,Oficina de Ventas,Calle 123 #45-67,Santander,Medellín,6064377153,
8845.0, Sucursal Oeste ,Calle 123 #45-67,Valle del Cauca,Cali,6074299131,2012/11/21
8475.0,Sucursal Este,Calle 321 #54-76,Santander,Cali,604618964,2014/02/13
8711.0,Oficina Local,Calle 321 #54-76,Atlántico,Bogotá,6072195140,
6575.0,Sucursal Este,Avenida 654 #87-09,Atlántico,Bogotá,6067106139,
9062.0,Sucursal Oeste,Calle 321 #54-76,Valle del Cauca,Barranquilla,6064952006,
50.0,Sucursal Este,Avenida 654 #87-09,Antioquia,BUCARAMANGA,6092313819,2015/04/08
-1.0,Sucursal Oeste,Carrera 789 #12-34,Santander,Bucaramanga,6099088092,2010/07/09
6527.0, Oficina Central ,Carrera 789 #12-34,Valle del Cauca,Cali,6069178349,2019/12/29
8828.0,Oficina Regional,Carrera 789 #12-34,Valle del Cauca,CALI,6083992418,2010/03/25
2352.0,Sucursal Oeste,Calle 321 #54-76,Valle del Cauca,BOGOTÁ,6095841007,2011/07/29
0.0,Oficina Secundaria,Avenida 654 #87-09,Antioquia,Medellín,6098312458,2018/02/10
8699.0,Oficina Regional,Avenida 654 #87-09,Cundinamarca,Medellín,6027513276,
9001.0, Oficina Regional ,Calle 123 #45-67,Atlántico,Barranquilla,6095477769,2013/11/11
2017.0,Oficina Local,Calle 123 #45-67,Atlántico,Medellín,6051003427,
5347.0,Oficina Central,Calle 123 #45-67,Cundinamarca,Medellín,6019977591,
6350.0, Sucursal Este ,Calle 123 #45-67,Cundinamarca,Barranquilla,6080974694,2018/04/05
6483.0,Sucursal Norte,Calle 321 #54-76,Santander,MEDELLÍN,6018117312,2011/09/23
7263.0,Oficina Principal,Avenida 456 #78-90,Cundinamarca,Medellín,6073892591,
8779.0,Oficina de Ventas,Calle 321 #54-76,Antioquia,Medellín,6054082122,
4166.0,Sucursal Norte,Avenida 456 #78-90,Atlántico,BOGOTÁ,6082739679,2012/12/19
7250.0,Sucursal Este,Avenida 654 #87-09,Santander,BARRANQUILLA,6029490960,2016/11/30
9383.0,Sucursal Este,Calle 321 #54-76,Cundinamarca,MEDELLÍN,6065660169,2011/12/24
3198.0,Sucursal Oeste,Avenida 654 #87-09,Cundinamarca,CALI,6092153598,2014/06/09
4615.0, Oficina Central ,Calle 123 #45-67,Atlántico,Medellín,6074239788,2011/12/18
3564.0, Sucursal Oeste ,Avenida 456 #78-90,Antioquia,Bucaramanga,6079230554,2017/08/03
4420.0, Sucursal Oeste ,Avenida 456 #78-90,Cundinamarca,Medellín,6088460890,2015/05/02
20.0,Oficina Secundaria,Calle 321 #54-76,Cundinamarca,Barranquilla,6039184566,
6865.0,Oficina de Ventas,Avenida 456 #78-90,Atlántico,BUCARAMANGA,6092527864,2010/11/19
5808.0,Oficina Principal,Avenida 654 #87-09,Santander,Cali,6016855903,
4103.0,Oficina Central,Calle 321 #54-76,Antioquia,Bucaramanga,6030119935,
9375.0,Oficina Regional,Carrera 789 #12-34,Santander,Bucaramanga,603222564,2019/01/06
6150.0,Sucursal Sur,Avenida 456 #78-90,Santander,Bucaramanga,6019503066,
2498.0,Sucursal Norte,Avenida 654 #87-09,Santander,Medellín,6011254873,
2624.0,Sucursal Este,Calle 123 #45-67,Atlántico,Cali,601436181,2010/09/24
-1.0,Oficina Local,Calle 123 #45-67,Atlántico,Bucaramanga,6082760087,2016/12/09
5999.0,Oficina Secundaria,Calle 321 #54-76,Antioquia,MEDELLÍN,6070028235,2010/12/23
6414.0, Oficina Central ,Avenida 456 #78-90,Cundinamarca,Bucaramanga,6094562624,2018/08/07
0.0,Oficina Central,Carrera 789 #12-34,Antioquia,Medellín,6023294502,2014/01/05
3672.0, Sucursal Norte ,Avenida 456 #78-90,Atlántico,Medellín,6088265533,2018/04/09
9401.0,Oficina Local,Calle 321 #54-76,Atlántico,BARRANQUILLA,6027614336,2010/05/19
7361.0,Oficina de Ventas,Calle 321 #54-76,Atlántico,Barranquilla,6011371380,
8290.0,Sucursal Norte,Avenida 456 #78-90,Atlántico,CALI,6012569316,2011/01/22
8922.0,Sucursal Este,Avenida 654 #87-09,Atlántico,Medellín,6073471291,
8567.0,Oficina Secundaria,Avenida 654 #87-09,Valle del Cauca,Medellín,601957761,2019/05/11
7482.0,Oficina Principal,Calle 321 #54-76,Atlántico,BARRANQUILLA,6077008218,2011/07/17
7500.0,Oficina Principal,Calle 123 #45-67,Atlántico,BOGOTÁ,6020310162,2010/07/03
-1.0,Oficina de Ventas,Carrera 789 #12-34,Valle del Cauca,Cali,6046995102,2010/06/29
1656.0, Oficina Central ,Calle 321 #54-76,Valle del Cauca,Bogotá,6020534475,2010/10/28
5275.0, Oficina Central ,Calle 321 #54-76,Valle del Cauca,Bogotá,6096253768,2019/03/06
6060.0,Oficina Principal,Avenida 654 #87-09,Antioquia,Medellín,6072468423,
7541.0,Sucursal Norte,Avenida 654 #87-09,Antioquia,Bucaramanga,6082325539,
3891.0,Oficina Central,Calle 321 #54-76,Atlántico,CALI,6086475919,2019/05/27
3259.0,Oficina de Ventas,Calle 321 #54-76,Antioquia,MEDELLÍN,6011736971,2015/01/26
7957.0, Oficina Central ,Avenida 654 #87-09,Valle del Cauca,Bucaramanga,6091796076,2016/07/05
3118.0,Oficina Principal,Avenida 456 #78-90,Valle del Cauca,CALI,6099023726,2017/02/18
-1.0,Oficina Regional,Avenida 456 #78-90,Antioquia,Bogotá,6050652138,2019/01/18
1575.0, Oficina Principal ,Calle 321 #54-76,Cundinamarca,Cali,6078904067,2010/05/07
6255.0, Oficina Principal ,Avenida 654 #87-09,Valle del Cauca,Barranquilla,6012734035,2013/10/04
1268.0,Oficina Regional,Calle 123 #45-67,Antioquia,CALI,6092702127,2018/12/03
-1.0,Oficina Principal,Avenida 456 #78-90,Cundinamarca,Bucaramanga,6099938786,2018/03/24
3317.0,Oficina Principal,Calle 321 #54-76,Antioquia,Barranquilla,6027741769,
1181.0, Sucursal Este ,Avenida 654 #87-09,Santander,Barranquilla,6077785346,2017/03/24
-1.0,Oficina Central,Calle 123 #45-67,Valle del Cauca,Barranquilla,6056978512,2014/01/02
8024.0,Sucursal Oeste,Carrera 789 #12-34,Santander,Barranquilla,6081787035,
9295.0, Oficina Secundaria ,Avenida 456 #78-90,Cundinamarca,Medellín,6084586959,2019/03/01
0.0,Oficina Principal,Carrera 789 #12-34,Antioquia,Bogotá,6079051336,2019/05/09
9728.0,Oficina Local,Carrera 789 #12-34,Cundinamarca,BUCARAMANGA,6080640230,2011/09/17
2447.0, Sucursal Este ,Calle 123 #45-67,Valle del Cauca,Cali,6078540600,2013/12/24
2581.0,Oficina Principal,Avenida 654 #87-09,Atlántico,Cali,6054332598,
827.0,Oficina de Ventas,Avenida 654 #87-09,Valle del Cauca,MEDELLÍN,6078017389,2010/07/09
5622.0,Sucursal Sur,Calle 321 #54-76,Santander,MEDELLÍN,6013505529,2017/06/23
649.0,Oficina Regional,Calle 123 #45-67,Santander,Bucaramanga,6062998379,
,Oficina Principal,Avenida 456 #78-90,Cundinamarca,Medellín,6052843304,2011/03/30
5883.0,Oficina Secundaria,Calle 123 #45-67,Cundinamarca,MEDELLÍN,6048459808,2015/05/29
206.0,Sucursal Este,Calle 123 #45-67,Cundinamarca,Barranquilla,6072192312,
317.0,Sucursal Oeste,Calle 123 #45-67,Atlántico,MEDELLÍN,6081105941,2014/03/15
6337.0,Sucursal Sur,avenida 654 #87-09,Atlántico,Cali,6073586233,2010/02/13
3076.0,Oficina Regional,Avenida 456 #78-90,Antioquia,Medellín,6044702458,
998.0,Sucursal Este,Calle 123 #45-67,Cundinamarca,BUCARAMANGA,6038351358,2016/01/05
5620.0,Oficina Central,Carrera 789 #12-34,Santander,CALI,6051638970,2010/04/15
7946.0, Sucursal Norte ,Avenida 654 #87-09,Atlántico,Cali,6053274577,2012/06/27
7489.0,Oficina Principal,Calle 321 #54-76,Atlántico,MEDELLÍN,6086599057,2014/02/19
844.0,Oficina Regional,Calle 123 #45-67,Atlántico,Bogotá,6031083602,
7277.0, Sucursal Este ,Calle 123 #45-67,Santander,Bucaramanga,6017299442,2019/06/30
115.0, Oficina Principal ,Avenida 654 #87-09,Antioquia,Bogotá,6034574111,2015/01/13
2787.0, Sucursal Sur ,Calle 123 #45-67,Antioquia,Bogotá,6030576914,2017/05/08
-1.0,Oficina de Ventas,Calle 123 #45-67,Antioquia,Cali,6081347811,2018/01/25
6813.0,Oficina de Ventas,Calle 123 #45-67,Atlántico,Bucaramanga,6079440059,
7096.0,Sucursal Oeste,Avenida 456 #78-90,Atlántico,BARRANQUILLA,6092356749,2015/01/22
8296.0, Sucursal Sur ,Calle 123 #45-67,Atlántico,Bogotá,6040893969,2010/09/08
158.0,Sucursal Sur,Avenida 654 #87-09,Santander,BARRANQUILLA,6045185488,2011/06/17
9136.0,Oficina de Ventas,Calle 321 #54-76,Cundinamarca,BOGOTÁ,6014098550,2016/03/11
5123.0, Oficina Regional ,Calle 321 #54-76,Valle del Cauca,Cali,6028952250,2013/06/26
6038.0,Oficina Local,Carrera 789 #12-34,Santander,BARRANQUILLA,6070713144,2016/12/18
0.0,Oficina Regional,Avenida 654 #87-09,Cundinamarca,Barranquilla,6071857409,2013/08/29
1416.0,Oficina Central,Carrera 789 #12-34,Valle del Cauca,Cali,6046431657,
9745.0, Sucursal Sur ,Avenida 654 #87-09,Antioquia,Cali,6066687233,2017/12/26
0.0,Oficina Local,Calle 123 #45-67,Atlántico,Barranquilla,6037710301,2018/09/14
9655.0,Oficina Local,carrera 789 #12-34,Antioquia,Medellín,6018357760,2010/04/18
7367.0,Oficina Secundaria,Avenida 456 #78-90,Atlántico,BARRANQUILLA,6015268007,2011/12/21
6180.0,Oficina Secundaria,Avenida 456 #78-90,Cundinamarca,Bogotá,608500746,2018/04/04
8489.0,Sucursal Oeste,Calle 123 #45-67,Cundinamarca,Barranquilla,6010974828,
3841.0,Sucursal Este,Calle 123 #45-67,Antioquia,Bucaramanga,6019842028,
4812.0, Oficina Regional ,Calle 321 #54-76,Antioquia,Medellín,6088158672,2013/01/14
6246.0,Sucursal Oeste,Avenida 456 #78-90,Santander,BUCARAMANGA,6043335388,2015/02/21
7539.0,Sucursal Oeste,Calle 123 #45-67,Antioquia,MEDELLÍN,6017744873,2010/02/14
2133.0, Sucursal Este ,Calle 123 #45-67,Atlántico,Barranquilla,6071707030,2010/11/20
6875.0,Sucursal Este,Carrera 789 #12-34,Valle del Cauca,BOGOTÁ,6058343268,2017/04/27
-1.0,Sucursal Sur,Avenida 456 #78-90,Valle del Cauca,Bucaramanga,6088021231,2019/01/22
6881.0,Sucursal Norte,Avenida 456 #78-90,Atlántico,Bucaramanga,6093052620,
5615.0,Oficina Secundaria,Carrera 789 #12-34,Atlántico,BOGOTÁ,6017749393,2013/07/12
1595.0, Sucursal Oeste ,Calle 321 #54-76,Atlántico,Bucaramanga,6086382862,2015/05/12
8352.0,Oficina Central,Calle 123 #45-67,Atlántico,Cali,6040215029,
1068.0,Oficina Local,Calle 321 #54-76,Cundinamarca,BOGOTÁ,6074258655,2016/07/05
2456.0,Sucursal Sur,Calle 321 #54-76,Santander,BARRANQUILLA,6027439700,2017/08/06
0.0,Oficina Regional,Calle 123 #45-67,Atlántico,Bogotá,6043147901,2019/03/22
6755.0,Oficina Regional,Calle 321 #54-76,Santander,CALI,6079478777,2016/10/25
5701.0,Sucursal Sur,Avenida 456 #78-90,Atlántico,BOGOTÁ,6088688450,2015/12/26
8203.0,Oficina Regional,calle 321 #54-76,Valle del Cauca,Medellín,6030386945,2019/06/19
844.0, Sucursal Sur ,Calle 321 #54-76,Valle del Cauca,Barranquilla,6067195914,2018/03/17
7041.0, Oficina Central ,Calle 321 #54-76,Santander,Barranquilla,6034730457,2016/11/06
-1.0,Oficina Central,Avenida 654 #87-09,Atlántico,Bucaramanga,6075318450,2018/09/02
3530.0,Oficina Local,Avenida 456 #78-90,Antioquia,Bogotá,6027854537,
9018.0,Oficina Regional,Calle 321 #54-76,Atlántico,Cali,6085877965,
1210.0, Oficina Secundaria ,Avenida 456 #78-90,Valle del Cauca,Bogotá,6046639471,2013/10/11
3443.0,Oficina Local,Avenida 654 #87-09,Valle del Cauca,Bogotá,6089945906,
8064.0, Oficina Central ,Avenida 456 #78-90,Cundinamarca,Bucaramanga,6024349906,2019/12/17
6870.0, Sucursal Norte ,Carrera 789 #12-34,Valle del Cauca,Medellín,6072102133,2018/06/11
7524.0,Oficina Principal,Avenida 456 #78-90,Antioquia,BOGOTÁ,6037169012,2014/07/01
-1.0,Sucursal Este,Carrera 789 #12-34,Atlántico,Bucaramanga,6012651939,2015/09/16
6855.0,Oficina Regional,Calle 321 #54-76,Santander,Cali,6024412224,
3745.0,Oficina Secundaria,Avenida 654 #87-09,Antioquia,Barranquilla,6068857687,
7231.0, Oficina Secundaria ,Calle 321 #54-76,Atlántico,Medellín,6046975005,2017/10/27
49.0,Sucursal Norte,Carrera 789 #12-34,Cundinamarca,BOGOTÁ,6066305646,2011/09/13
4602.0,Oficina Local,Avenida 654 #87-09,Cundinamarca,Bucaramanga,6048357924,
902.0, Oficina Secundaria ,Calle 123 #45-67,Santander,Cali,6067149897,2016/06/23
2967.0,Sucursal Este,Avenida 654 #87-09,Atlántico,Cali,6065852896,
6750.0,Oficina Central,Carrera 789 #12-34,Valle del Cauca,BUCARAMANGA,6066859944,2011/01/05
94.0,Sucursal Norte,Calle 321 #54-76,Cundinamarca,BUCARAMANGA,6088256679,2017/10/18
484.0,Sucursal Sur,Avenida 456 #78-90,Valle del Cauca,BUCARAMANGA,6017623518,2018/03/17
1888.0,Sucursal Sur,Carrera 789 #12-34,Atlántico,BUCARAMANGA,6089411898,2019/09/21
4366.0,Sucursal Norte,Avenida 456 #78-90,Santander,Medellín,6023640398,
-1.0,Oficina Regional,Avenida 654 #87-09,Cundinamarca,Medellín,6096984916,2015/03/08
8208.0, Oficina Regional ,Avenida 654 #87-09,Antioquia,Medellín,6053500113,2015/10/16
-1.0,Sucursal Este,Calle 123 #45-67,Valle del Cauca,Bucaramanga,6061985504,2015/08/01
7823.0,Oficina Local,carrera 789 #12-34,Cundinamarca,Bucaramanga,6045370560,2016/01/31
-1.0,Sucursal Norte,Avenida 654 #87-09,Atlántico,Cali,6021065292,2015/04/13
5394.0,Oficina Secundaria,Avenida 456 #78-90,Atlántico,Medellín,603538753,2015/07/08
7584.0, Oficina Local ,Avenida 654 #87-09,Antioquia,Medellín,6010501786,2012/03/09
5005.0,Oficina Regional,Avenida 654 #87-09,Cundinamarca,MEDELLÍN,6023832334,2019/09/09
794.0,Oficina Central,Calle 321 #54-76,Atlántico,MEDELLÍN,6085332209,2015/02/22
6134.0,Sucursal Sur,Avenida 654 #87-09,Atlántico,Bogotá,6075279630,
8695.0,Sucursal Este,Avenida 456 #78-90,Valle del Cauca,Bucaramanga,604991322,2011/05/24
8661.0,Sucursal Este,Avenida 456 #78-90,Cundinamarca,Medellín,6064928833,
1497.0, Oficina Secundaria ,Calle 123 #45-67,Cundinamarca,Bogotá,6028489273,2013/10/16
523.0, Oficina Principal ,Avenida 456 #78-90,Antioquia,Medellín,6069468752,2016/09/13
4045.0,Sucursal Sur,Avenida 456 #78-90,Cundinamarca,Bucaramanga,6073815615,
1126.0,Oficina Regional,Avenida 456 #78-90,Cundinamarca,Medellín,6082162293,
