id_oficina,nombre_oficina,direccion,departamento,ciudad,telefono,fecha_apertura
2188.0,oficina local,calle 321 #54-76,atlántico,bogotá,6032034811,2026-01-01
9619.0,oficina secundaria,avenida 654 #87-09,santander,bogotá,6074388813,2026-01-01
4650.0,sucursal sur,calle 123 #45-67,santander,bucaramanga,6099810229,2026-01-01
2422.0,sucursal norte,avenida 456 #78-90,valle del cauca,cali,6061924876,2014-01-19
7116.0,oficina regional,avenida 456 #78-90,antioquia,bogotá,6077168428,2026-01-01
1979.0,sucursal oeste,calle 321 #54-76,valle del cauca,bucaramanga,6037444027,2016-01-14
4435.0,oficina de ventas,carrera 789 #12-34,cundinamarca,barranquilla,6049164148,2017-03-14
8093.0,oficina principal,calle 123 #45-67,valle del cauca,cali,6010253686,2015-03-16
3676.0,oficina principal,avenida 456 #78-90,atlántico,cali,6093918874,2015-12-04
4268.0,sucursal este,carrera 789 #12-34,valle del cauca,medellín,6023188824,2026-01-01
9569.0,oficina principal,carrera 789 #12-34,santander,bogotá,6031033698,2014-05-02
3802.0,oficina central,carrera 789 #12-34,antioquia,cali,6016147251,2011-01-08
1140.0,sucursal sur,carrera 789 #12-34,atlántico,bogotá,6074359901,2026-01-01
6642.0,sucursal oeste,carrera 789 #12-34,cundinamarca,bucaramanga,6041229474,2026-01-01
6823.0,oficina local,avenida 654 #87-09,valle del cauca,barranquilla,6038618151,2017-03-05
3378.0,sucursal oeste,carrera 789 #12-34,antioquia,cali,6037218525,2026-01-01
5581.0,oficina local,avenida 654 #87-09,santander,cali,6097843250,2019-09-19
8057.0,oficina secundaria,carrera 789 #12-34,santander,barranquilla,6056480006,2011-09-07
7607.0,oficina secundaria,carrera 789 #12-34,atlántico,barranquilla,6019211577,2011-05-29
7255.0,oficina central,avenida 456 #78-90,atlántico,cali,6017823947,2026-01-01
9214.0,oficina local,calle 321 #54-76,atlántico,bucaramanga,6096232760,2010-01-27
9685.0,oficina local,avenida 654 #87-09,cundinamarca,barranquilla,6076259423,2014-09-22
9268.0,sucursal este,avenida 456 #78-90,cundinamarca,bogotá,6032378423,2018-01-02
3136.0,oficina central,calle 123 #45-67,antioquia,medellín,6015175289,2026-01-01
5106.0,sucursal norte,avenida 654 #87-09,cundinamarca,cali,6070348777,2013-11-09
5805.0,sucursal oeste,avenida 654 #87-09,atlántico,cali,6070814820,2026-01-01
8402.0,oficina de ventas,calle 321 #54-76,antioquia,bogotá,6039064845,2026-01-01
